11-14-2017 | 10:34:14 |   192.168.4.55|guest|LogIn|http://localhost/NDUB/ndub-student/public/login|Mozilla Firefox|windows|||
11-14-2017 | 10:34:47 |   192.168.4.55|guest|LogIn|http://localhost/NDUB/ndub-student/public/login|Mozilla Firefox|windows|||
11-14-2017 | 10:34:49 |   192.168.4.55|guest|LogIn|http://localhost/NDUB/ndub-student/public/login|Mozilla Firefox|windows|||
11-14-2017 | 10:35:15 |   192.168.4.55|guest|LogIn|http://localhost/NDUB/ndub-student/public/login|Mozilla Firefox|windows|||
11-14-2017 | 10:35:18 |   192.168.4.55|guest|LogIn|http://localhost/NDUB/ndub-student/public/login|Mozilla Firefox|windows|||
11-14-2017 | 10:36:12 |   192.168.4.55|guest|LogIn|http://localhost/NDUB/ndub-student/public/login|Mozilla Firefox|windows|||
11-14-2017 | 10:36:13 |   192.168.4.55|161201|LogIn|http://localhost/NDUB/ndub-student/public/login|Mozilla Firefox|windows|||
11-14-2017 | 10:36:15 |   192.168.4.55|161201|Register Dashboard|http://localhost/NDUB/ndub-student/public/register/Register/home|Mozilla Firefox|windows|||
11-14-2017 | 10:36:27 |   192.168.4.55|161201|Admission Confirm|http://localhost/NDUB/ndub-student/public/register/admission/confirm|Mozilla Firefox|windows|||
11-14-2017 | 10:36:27 |   192.168.4.55|161201|Admission Confirm|http://localhost/NDUB/ndub-student/public/register/admission/confirm|Mozilla Firefox|windows|||
11-14-2017 | 10:36:39 |   192.168.4.55|161201|Register Student Credit Transfer|http://localhost/NDUB/ndub-student/public/register/student/credit/transfer|Mozilla Firefox|windows|||
11-14-2017 | 10:36:39 |   192.168.4.55|161201|Register Student Credit Transfer|http://localhost/NDUB/ndub-student/public/register/student/credit/transfer|Mozilla Firefox|windows|||
11-14-2017 | 10:38:32 |   192.168.4.55|161201|Register Student Credit Transfer Submit|http://localhost/NDUB/ndub-student/public/register/student/credit/transfer/submit|Mozilla Firefox|windows|||
11-14-2017 | 10:38:33 |   192.168.4.55|161201|Register Student Credit Transfer|http://localhost/NDUB/ndub-student/public/register/student/credit/transfer|Mozilla Firefox|windows|||
11-14-2017 | 10:39:02 |   192.168.4.55|161201|Transfer Student  Image|http://localhost/NDUB/ndub-student/public//register/student/credit/transfer/image-upload|Mozilla Firefox|windows|||
11-14-2017 | 10:39:08 |   192.168.4.55|161201|Register Student Credit Transfer Submit|http://localhost/NDUB/ndub-student/public/register/student/credit/transfer/submit|Mozilla Firefox|windows|||
11-14-2017 | 10:39:09 |   192.168.4.55|161201|Register Student Credit Transfer|http://localhost/NDUB/ndub-student/public/register/student/credit/transfer|Mozilla Firefox|windows|||
11-14-2017 | 10:39:28 |   192.168.4.55|161201|Register Student Credit Transfer Submit|http://localhost/NDUB/ndub-student/public/register/student/credit/transfer/submit|Mozilla Firefox|windows|||
11-14-2017 | 10:39:29 |   192.168.4.55|161201|Register Student Credit Transfer|http://localhost/NDUB/ndub-student/public/register/student/credit/transfer|Mozilla Firefox|windows|||
11-14-2017 | 10:39:37 |   192.168.4.55|161201|Transfer Student  Image|http://localhost/NDUB/ndub-student/public//register/student/credit/transfer/image-upload|Mozilla Firefox|windows|||
11-14-2017 | 10:40:10 |   192.168.4.55|161201|Transfer Student  Image|http://localhost/NDUB/ndub-student/public//register/student/credit/transfer/image-upload|Mozilla Firefox|windows|||
11-14-2017 | 10:40:13 |   192.168.4.55|161201|Register Student Credit Transfer Submit|http://localhost/NDUB/ndub-student/public/register/student/credit/transfer/submit|Mozilla Firefox|windows|||
11-14-2017 | 10:40:17 |   192.168.4.55|161201|Register Student Credit Transfer|http://localhost/NDUB/ndub-student/public/register/student/credit/transfer|Mozilla Firefox|windows|||
11-14-2017 | 10:43:35 |   192.168.4.55|161201|Register Student Credit Transfer|http://localhost/NDUB/ndub-student/public/register/student/credit/transfer?program=01|Mozilla Firefox|windows|||
11-14-2017 | 10:44:00 |   192.168.4.55|161201|Register Student Accepted Course Submit|http://localhost/NDUB/ndub-student/public/register/student/accepted/course/submit|Mozilla Firefox|windows|||
11-14-2017 | 10:44:03 |   192.168.4.55|161201|Register Student Credit Transfer|http://localhost/NDUB/ndub-student/public/register/student/credit/transfer?program=01|Mozilla Firefox|windows|||
11-14-2017 | 10:47:56 |   192.168.4.55|161201|Admission List|http://localhost/NDUB/ndub-student/public/register/admission/list|Mozilla Firefox|windows|||
11-14-2017 | 10:47:56 |   192.168.4.55|161201|Admission List|http://localhost/NDUB/ndub-student/public/register/admission/list|Mozilla Firefox|windows|||
11-14-2017 | 10:48:16 |   192.168.4.55|161201|Home|http://localhost/NDUB/ndub-student/public|Mozilla Firefox|windows|||
11-14-2017 | 10:55:28 |   192.168.4.55|161201|Online Application|http://localhost/NDUB/ndub-student/public/online-application|Mozilla Firefox|windows|||
