10-31-2017 | 10:32:02 |   192.168.4.55|guest|Home|http://localhost/NDUB/ndub-student/public|Mozilla Firefox|windows|||
10-31-2017 | 10:32:48 |   192.168.4.55|guest|Online Application|http://localhost/NDUB/ndub-student/public/online-application|Mozilla Firefox|windows|||
10-31-2017 | 10:32:57 |   192.168.4.55|guest|Online Application|http://localhost/NDUB/ndub-student/public/online-application/form|Mozilla Firefox|windows|||
10-31-2017 | 10:33:33 |   192.168.4.55|guest|Online Application|http://localhost/NDUB/ndub-student/public/online-application/form|Mozilla Firefox|windows|||
10-31-2017 | 10:34:37 |   192.168.4.55|guest|Home|http://localhost/NDUB/ndub-student/public|Mozilla Firefox|windows|||
10-31-2017 | 10:34:41 |   192.168.4.55|guest|LogIn|http://localhost/NDUB/ndub-student/public/login|Mozilla Firefox|windows|||
10-31-2017 | 10:37:11 |   192.168.4.55|guest|LogIn|http://localhost/NDUB/ndub-student/public/login|Mozilla Firefox|windows|||
10-31-2017 | 10:37:14 |   192.168.4.55|161201|Register Dashboard|http://localhost/NDUB/ndub-student/public/register/mr.jonny/home|Mozilla Firefox|windows|||
10-31-2017 | 10:37:20 |   192.168.4.55|161201|Admission Confirm|http://localhost/NDUB/ndub-student/public/register/admission/confirm|Mozilla Firefox|windows|||
10-31-2017 | 10:37:20 |   192.168.4.55|161201|Admission Confirm|http://localhost/NDUB/ndub-student/public/register/admission/confirm|Mozilla Firefox|windows|||
10-31-2017 | 11:22:11 |   192.168.4.55|161201|Admission Confirm|http://localhost/NDUB/ndub-student/public/register/admission/confirm|Mozilla Firefox|windows|||
10-31-2017 | 11:22:13 |   192.168.4.55|161201|Admission Confirm|http://localhost/NDUB/ndub-student/public/register/admission/confirm|Mozilla Firefox|windows|||
10-31-2017 | 11:23:06 |   192.168.4.55|161201|Admission Confirm|http://localhost/NDUB/ndub-student/public/register/admission/confirm?applicant_serial_no=A181015399305|Mozilla Firefox|windows|||
10-31-2017 | 11:23:18 |   192.168.4.55|161201|Admission Confirm|http://localhost/NDUB/ndub-student/public/register/admission/confirm?applicant_serial_no=A181015399305|Mozilla Firefox|windows|||
10-31-2017 | 11:23:21 |   192.168.4.55|161201|Admission Confirm|http://localhost/NDUB/ndub-student/public/register/admission/confirm|Mozilla Firefox|windows|||
10-31-2017 | 11:33:15 |   192.168.4.55|161201|Register Dashboard|http://localhost/NDUB/ndub-student/public/register/mr.jonny/home|Mozilla Firefox|windows|||
10-31-2017 | 11:33:15 |   192.168.4.55|161201|Register Dashboard|http://localhost/NDUB/ndub-student/public/register/mr.jonny/home|Mozilla Firefox|windows|||
10-31-2017 | 11:33:23 |   192.168.4.55|161201|Trimester Student Assign|http://localhost/NDUB/ndub-student/public/register/trimester-student-assign|Mozilla Firefox|windows|||
10-31-2017 | 11:33:23 |   192.168.4.55|161201|Trimester Student Assign|http://localhost/NDUB/ndub-student/public/register/trimester-student-assign|Mozilla Firefox|windows|||
10-31-2017 | 11:33:35 |   192.168.4.55|161201|Trimester Student Assign|http://localhost/NDUB/ndub-student/public/register/trimester-student-assign?academic_year=2017&program=12&semester=1|Mozilla Firefox|windows|||
10-31-2017 | 11:33:50 |   192.168.4.55|161201|Register Trimester Student Assign Submit|http://localhost/NDUB/ndub-student/public/register/trimester-student-assign-submit|Mozilla Firefox|windows|||
10-31-2017 | 11:33:52 |   192.168.4.55|161201|Trimester Student Assign|http://localhost/NDUB/ndub-student/public/register/trimester-student-assign|Mozilla Firefox|windows|||
10-31-2017 | 11:35:22 |   192.168.4.55|161201|Register Dashboard|http://localhost/NDUB/ndub-student/public/register/mr.jonny/home|Mozilla Firefox|windows|||
10-31-2017 | 11:35:22 |   192.168.4.55|161201|Register Dashboard|http://localhost/NDUB/ndub-student/public/register/mr.jonny/home|Mozilla Firefox|windows|||
10-31-2017 | 11:35:32 |   192.168.4.55|161201|Academic Calender Registration|http://localhost/NDUB/ndub-student/public/register/academic-calender-registration|Mozilla Firefox|windows|||
10-31-2017 | 11:35:32 |   192.168.4.55|161201|Academic Calender Registration|http://localhost/NDUB/ndub-student/public/register/academic-calender-registration|Mozilla Firefox|windows|||
10-31-2017 | 11:39:03 |   192.168.4.55|161201|Academic Calender Registration Submit|http://localhost/NDUB/ndub-student/public/register/academic-calender-registration|Mozilla Firefox|windows|||
10-31-2017 | 11:39:04 |   192.168.4.55|161201|Academic Calender Registration|http://localhost/NDUB/ndub-student/public/register/academic-calender-registration|Mozilla Firefox|windows|||
10-31-2017 | 11:40:28 |   192.168.4.55|161201|Register Dashboard|http://localhost/NDUB/ndub-student/public/register/mr.jonny/home|Mozilla Firefox|windows|||
10-31-2017 | 11:40:28 |   192.168.4.55|161201|Register Dashboard|http://localhost/NDUB/ndub-student/public/register/mr.jonny/home|Mozilla Firefox|windows|||
10-31-2017 | 11:40:48 |   192.168.4.55|161201|Faculty Assigned Course|http://localhost/NDUB/ndub-student/public/register/faculty-assigned-course|Mozilla Firefox|windows|||
10-31-2017 | 11:40:48 |   192.168.4.55|161201|Faculty Assigned Course|http://localhost/NDUB/ndub-student/public/register/faculty-assigned-course|Mozilla Firefox|windows|||
10-31-2017 | 11:41:14 |   192.168.4.55|161201|Faculty Assigned Course|http://localhost/NDUB/ndub-student/public/register/faculty-assigned-course?academic_year=2018&level=1&program=01&semester=1&term=1|Mozilla Firefox|windows|||
10-31-2017 | 11:41:53 |   192.168.4.55|161201|Faculty Assigned Course Submit|http://localhost/NDUB/ndub-student/public/register/faculty-assigned-course/insert|Mozilla Firefox|windows|||
10-31-2017 | 11:41:54 |   192.168.4.55|161201|Faculty Assigned Course|http://localhost/NDUB/ndub-student/public/register/faculty-assigned-course?academic_year=2018&level=1&program=01&semester=1&term=1|Mozilla Firefox|windows|||
10-31-2017 | 11:44:24 |   192.168.4.55|161201|Faculty Assigned Course Submit|http://localhost/NDUB/ndub-student/public/register/faculty-assigned-course/insert|Mozilla Firefox|windows|||
10-31-2017 | 11:44:25 |   192.168.4.55|161201|Faculty Assigned Course|http://localhost/NDUB/ndub-student/public/register/faculty-assigned-course?academic_year=2018&level=1&program=01&semester=1&term=1|Mozilla Firefox|windows|||
10-31-2017 | 11:44:49 |   192.168.4.55|161201|Register Dashboard|http://localhost/NDUB/ndub-student/public/register/mr.jonny/home|Mozilla Firefox|windows|||
10-31-2017 | 11:44:49 |   192.168.4.55|161201|Register Dashboard|http://localhost/NDUB/ndub-student/public/register/mr.jonny/home|Mozilla Firefox|windows|||
10-31-2017 | 11:45:10 |   192.168.4.55|161201|Faculty Assigned Course Submit|http://localhost/NDUB/ndub-student/public/register/faculty-assigned-course/insert|Mozilla Firefox|windows|||
10-31-2017 | 11:45:11 |   192.168.4.55|161201|Faculty Assigned Course|http://localhost/NDUB/ndub-student/public/register/faculty-assigned-course?academic_year=2018&level=1&program=01&semester=1&term=1|Mozilla Firefox|windows|||
10-31-2017 | 11:45:30 |   192.168.4.55|161201|Register Dashboard|http://localhost/NDUB/ndub-student/public/register/mr.jonny/home|Mozilla Firefox|windows|||
10-31-2017 | 11:45:30 |   192.168.4.55|161201|Register Dashboard|http://localhost/NDUB/ndub-student/public/register/mr.jonny/home|Mozilla Firefox|windows|||
10-31-2017 | 11:46:35 |   192.168.4.55|161201|Class Teacher Assign|http://localhost/NDUB/ndub-student/public/register/class-teacher-assign|Mozilla Firefox|windows|||
10-31-2017 | 11:46:35 |   192.168.4.55|161201|Class Teacher Assign|http://localhost/NDUB/ndub-student/public/register/class-teacher-assign|Mozilla Firefox|windows|||
10-31-2017 | 11:46:52 |   192.168.4.55|161201|Trimester Student Assign|http://localhost/NDUB/ndub-student/public/register/trimester-student-assign|Mozilla Firefox|windows|||
10-31-2017 | 11:46:52 |   192.168.4.55|161201|Trimester Student Assign|http://localhost/NDUB/ndub-student/public/register/trimester-student-assign|Mozilla Firefox|windows|||
10-31-2017 | 11:46:57 |   192.168.4.55|161201|Faculty Assigned Course|http://localhost/NDUB/ndub-student/public/register/faculty-assigned-course|Mozilla Firefox|windows|||
10-31-2017 | 11:46:58 |   192.168.4.55|161201|Faculty Assigned Course|http://localhost/NDUB/ndub-student/public/register/faculty-assigned-course|Mozilla Firefox|windows|||
10-31-2017 | 11:47:12 |   192.168.4.55|161201|Faculty Assigned Course|http://localhost/NDUB/ndub-student/public/register/faculty-assigned-course|Mozilla Firefox|windows|||
10-31-2017 | 11:47:18 |   192.168.4.55|161201|Faculty Assigned Course|http://localhost/NDUB/ndub-student/public/register/faculty-assigned-course?academic_year=2018&level=1&program=01&semester=1&term=1|Mozilla Firefox|windows|||
10-31-2017 | 11:47:24 |   192.168.4.55|161201|Faculty Assigned Course Submit|http://localhost/NDUB/ndub-student/public/register/faculty-assigned-course/delete|Mozilla Firefox|windows|||
10-31-2017 | 11:47:25 |   192.168.4.55|161201|Faculty Assigned Course|http://localhost/NDUB/ndub-student/public/register/faculty-assigned-course?academic_year=2018&level=1&program=01&semester=1&term=1|Mozilla Firefox|windows|||
10-31-2017 | 11:48:07 |   192.168.4.55|161201|Faculty Assigned Course Submit|http://localhost/NDUB/ndub-student/public/register/faculty-assigned-course/insert|Mozilla Firefox|windows|||
10-31-2017 | 11:48:08 |   192.168.4.55|161201|Faculty Assigned Course|http://localhost/NDUB/ndub-student/public/register/faculty-assigned-course?academic_year=2018&level=1&program=01&semester=1&term=1|Mozilla Firefox|windows|||
10-31-2017 | 11:48:31 |   192.168.4.55|161201|Register Dashboard|http://localhost/NDUB/ndub-student/public/register/mr.jonny/home|Mozilla Firefox|windows|||
10-31-2017 | 11:48:32 |   192.168.4.55|161201|Register Dashboard|http://localhost/NDUB/ndub-student/public/register/mr.jonny/home|Mozilla Firefox|windows|||
10-31-2017 | 11:48:37 |   192.168.4.55|161201|Trimester Student Assign|http://localhost/NDUB/ndub-student/public/register/trimester-student-assign|Mozilla Firefox|windows|||
10-31-2017 | 11:48:37 |   192.168.4.55|161201|Trimester Student Assign|http://localhost/NDUB/ndub-student/public/register/trimester-student-assign|Mozilla Firefox|windows|||
10-31-2017 | 11:48:44 |   192.168.4.55|161201|Trimester Student Assign|http://localhost/NDUB/ndub-student/public/register/trimester-student-assign?academic_year=2018&program=12&semester=1|Mozilla Firefox|windows|||
10-31-2017 | 11:48:54 |   192.168.4.55|161201|Trimester Student Assign|http://localhost/NDUB/ndub-student/public/register/trimester-student-assign?academic_year=2018&program=01&semester=1|Mozilla Firefox|windows|||
10-31-2017 | 11:50:01 |   192.168.4.55|161201|Register Dashboard|http://localhost/NDUB/ndub-student/public/register/mr.jonny/home|Mozilla Firefox|windows|||
10-31-2017 | 11:50:01 |   192.168.4.55|161201|Register Dashboard|http://localhost/NDUB/ndub-student/public/register/mr.jonny/home|Mozilla Firefox|windows|||
10-31-2017 | 11:50:09 |   192.168.4.55|161201|Academic Calender Registration|http://localhost/NDUB/ndub-student/public/register/academic-calender-registration|Mozilla Firefox|windows|||
10-31-2017 | 11:50:09 |   192.168.4.55|161201|Academic Calender Registration|http://localhost/NDUB/ndub-student/public/register/academic-calender-registration|Mozilla Firefox|windows|||
10-31-2017 | 11:50:14 |   192.168.4.55|161201|Class Teacher Assign|http://localhost/NDUB/ndub-student/public/register/class-teacher-assign|Mozilla Firefox|windows|||
10-31-2017 | 11:50:14 |   192.168.4.55|161201|Class Teacher Assign|http://localhost/NDUB/ndub-student/public/register/class-teacher-assign|Mozilla Firefox|windows|||
10-31-2017 | 11:50:21 |   192.168.4.55|161201|Trimester Student Assign|http://localhost/NDUB/ndub-student/public/register/trimester-student-assign|Mozilla Firefox|windows|||
10-31-2017 | 11:50:21 |   192.168.4.55|161201|Trimester Student Assign|http://localhost/NDUB/ndub-student/public/register/trimester-student-assign|Mozilla Firefox|windows|||
10-31-2017 | 11:50:24 |   192.168.4.55|161201|Trimester Student Assign|http://localhost/NDUB/ndub-student/public/register/trimester-student-assign?academic_year=2016&program=12&semester=1|Mozilla Firefox|windows|||
10-31-2017 | 11:50:29 |   192.168.4.55|161201|Trimester Student Assign|http://localhost/NDUB/ndub-student/public/register/trimester-student-assign?academic_year=2017&program=12&semester=1|Mozilla Firefox|windows|||
10-31-2017 | 11:50:32 |   192.168.4.55|161201|Trimester Student Assign|http://localhost/NDUB/ndub-student/public/register/trimester-student-assign?academic_year=2017&program=12&semester=3|Mozilla Firefox|windows|||
10-31-2017 | 11:50:41 |   192.168.4.55|161201|Trimester Student Assign|http://localhost/NDUB/ndub-student/public/register/trimester-student-assign?academic_year=2017&program=01&semester=3|Mozilla Firefox|windows|||
10-31-2017 | 11:50:44 |   192.168.4.55|161201|Trimester Student Assign|http://localhost/NDUB/ndub-student/public/register/trimester-student-assign?academic_year=2018&program=01&semester=3|Mozilla Firefox|windows|||
10-31-2017 | 11:52:08 |   192.168.4.55|161201|Register Dashboard|http://localhost/NDUB/ndub-student/public/register/mr.jonny/home|Mozilla Firefox|windows|||
10-31-2017 | 11:52:08 |   192.168.4.55|161201|Register Dashboard|http://localhost/NDUB/ndub-student/public/register/mr.jonny/home|Mozilla Firefox|windows|||
10-31-2017 | 11:53:12 |   192.168.4.55|161201|Trimester Student Assign|http://localhost/NDUB/ndub-student/public/register/trimester-student-assign|Mozilla Firefox|windows|||
10-31-2017 | 11:53:12 |   192.168.4.55|161201|Trimester Student Assign|http://localhost/NDUB/ndub-student/public/register/trimester-student-assign|Mozilla Firefox|windows|||
10-31-2017 | 11:53:20 |   192.168.4.55|161201|Trimester Student Assign|http://localhost/NDUB/ndub-student/public/register/trimester-student-assign?academic_year=2018&program=12&semester=1|Mozilla Firefox|windows|||
10-31-2017 | 11:54:23 |   192.168.4.55|161201|Register Trimester Student Assign Submit|http://localhost/NDUB/ndub-student/public/register/trimester-student-assign-submit|Mozilla Firefox|windows|||
10-31-2017 | 11:54:24 |   192.168.4.55|161201|Trimester Student Assign|http://localhost/NDUB/ndub-student/public/register/trimester-student-assign|Mozilla Firefox|windows|||
10-31-2017 | 11:54:31 |   192.168.4.55|161201|Trimester Student Assign|http://localhost/NDUB/ndub-student/public/register/trimester-student-assign?academic_year=2018&program=12&semester=1|Mozilla Firefox|windows|||
10-31-2017 | 12:02:08 |   192.168.4.55|161201|Register Dashboard|http://localhost/NDUB/ndub-student/public/register/mr.jonny/home|Mozilla Firefox|windows|||
10-31-2017 | 12:02:08 |   192.168.4.55|161201|Register Dashboard|http://localhost/NDUB/ndub-student/public/register/mr.jonny/home|Mozilla Firefox|windows|||
10-31-2017 | 12:02:23 |   192.168.4.55|161201|Academic Calender Registration|http://localhost/NDUB/ndub-student/public/register/academic-calender-registration|Mozilla Firefox|windows|||
10-31-2017 | 12:02:23 |   192.168.4.55|161201|Academic Calender Registration|http://localhost/NDUB/ndub-student/public/register/academic-calender-registration|Mozilla Firefox|windows|||
10-31-2017 | 12:03:21 |   192.168.4.55|161201|Academic Calender Delete|http://localhost/NDUB/ndub-student/public/register/academic-calender/delete/2e2fa64a-f390-4efe-bbb9-f6d91a0084bf|Mozilla Firefox|windows|||
10-31-2017 | 12:03:22 |   192.168.4.55|161201|Academic Calender Registration|http://localhost/NDUB/ndub-student/public/register/academic-calender-registration|Mozilla Firefox|windows|||
10-31-2017 | 12:05:41 |   192.168.4.55|161201|Academic Calender Edit|http://localhost/NDUB/ndub-student/public/register/academic-calender/edit/40f685cb-e8b3-4939-ad9a-beef43a6676d|Mozilla Firefox|windows|||
10-31-2017 | 12:05:57 |   192.168.4.55|161201|Academic Calender Update|http://localhost/NDUB/ndub-student/public/register/academic-calender/update/40f685cb-e8b3-4939-ad9a-beef43a6676d|Mozilla Firefox|windows|||
10-31-2017 | 12:05:58 |   192.168.4.55|161201|Academic Calender Registration|http://localhost/NDUB/ndub-student/public/register/academic-calender-registration|Mozilla Firefox|windows|||
10-31-2017 | 12:06:31 |   192.168.4.55|161201|Academic Calender Edit|http://localhost/NDUB/ndub-student/public/register/academic-calender/edit/40f685cb-e8b3-4939-ad9a-beef43a6676d|Mozilla Firefox|windows|||
10-31-2017 | 12:06:45 |   192.168.4.55|161201|Academic Calender Update|http://localhost/NDUB/ndub-student/public/register/academic-calender/update/40f685cb-e8b3-4939-ad9a-beef43a6676d|Mozilla Firefox|windows|||
10-31-2017 | 12:06:46 |   192.168.4.55|161201|Academic Calender Registration|http://localhost/NDUB/ndub-student/public/register/academic-calender-registration|Mozilla Firefox|windows|||
10-31-2017 | 12:07:33 |   192.168.4.55|161201|Register Dashboard|http://localhost/NDUB/ndub-student/public/register/mr.jonny/home|Mozilla Firefox|windows|||
10-31-2017 | 12:07:33 |   192.168.4.55|161201|Register Dashboard|http://localhost/NDUB/ndub-student/public/register/mr.jonny/home|Mozilla Firefox|windows|||
10-31-2017 | 12:07:42 |   192.168.4.55|161201|Faculty Assigned Course|http://localhost/NDUB/ndub-student/public/register/faculty-assigned-course|Mozilla Firefox|windows|||
10-31-2017 | 12:07:42 |   192.168.4.55|161201|Faculty Assigned Course|http://localhost/NDUB/ndub-student/public/register/faculty-assigned-course|Mozilla Firefox|windows|||
